id,type,address,number,postal_code,municipality,province,location,public,available,hours,full_address,lat,lon
12354.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12355.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12356.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12357.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12358.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12359.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12360.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12361.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12362.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12363.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12364.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12365.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12366.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12367.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12368.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12369.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12370.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12371.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12372.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12373.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12374.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12375.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12376.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12377.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12378.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12379.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12380.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12381.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12382.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12383.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12384.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12385.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12386.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12387.0,Appareil fixe-Vast apparaat,Rue marché au charbon,30.0,1000,Bruxelles,Bruxelles-brussel,Appareil nomade,Non-Nee,Non-Nee,,"Rue marché au charbon, 1000 Bruxelles, Bruxelles-brussel",50.8461293,4.3486482
12472.0,Appareil Mobile- Mobiel apparaat,Paul spaakstraat,15.0,1000,Brussel,Bruxelles-brussel,Rechtover de ingang van de cinema,,,,"Paul spaakstraat, 1000 Brussel, Bruxelles-brussel",50.8281859,4.3652074
12473.0,Appareil Mobile- Mobiel apparaat,Paul spaakstraat,15.0,1000,Brussel,Bruxelles-brussel,Gang tussen de keuken en Motley,,,,"Paul spaakstraat, 1000 Brussel, Bruxelles-brussel",50.8281859,4.3652074
12513.0,Appareil fixe-Vast apparaat,Chaussée de waterloo ,1504.0,1180,Bruxelles,Bruxelles-brussel,Accueil,Oui-Ja,Non-Nee,,"Chaussée de waterloo , 1180 Bruxelles, Bruxelles-brussel",50.7860087,4.3770847
12514.0,Appareil fixe-Vast apparaat,Chaussée de waterloo,1508.0,1180,Bruxelles,Bruxelles-brussel,Accueil,Oui-Ja,Non-Nee,,"Chaussée de waterloo, 1180 Bruxelles, Bruxelles-brussel",50.7860087,4.3770847
12530.0,Appareil fixe-Vast apparaat,Place saint lazare,2.0,1210,Bruxelles,Bruxelles-brussel,13e étage,Oui-Ja,Non-Nee,,"Place saint lazare, 1210 Bruxelles, Bruxelles-brussel",50.8573214,4.3620215
12531.0,Appareil fixe-Vast apparaat,Place saint lazare,2.0,1210,Bruxelles,Bruxelles-brussel,15e étage,Oui-Ja,Non-Nee,,"Place saint lazare, 1210 Bruxelles, Bruxelles-brussel",50.8573214,4.3620215
12535.0,Appareil fixe-Vast apparaat,Rue emile sergrijsels,15.0,1081,Bruxelles,Bruxelles-brussel,Hall d accueil,Oui-Ja,Non-Nee,,"Rue emile sergrijsels, 1081 Bruxelles, Bruxelles-brussel",50.8599717,4.3333719
12593.0,Appareil fixe-Vast apparaat,Place de la bourse ,3.0,1000,Bruxelles,Bruxelles-brussel,Satation de metro Bourse sous sol niveau -1 en face du veloshop,Oui-Ja,de 5h00 à 25h00,de 5h00 à 25h00,"Place de la bourse , 1000 Bruxelles, Bruxelles-brussel",50.8485728,4.3495828
12593.0,Appareil fixe-Vast apparaat,Place de la bourse ,3.0,1000,Bruxelles,Bruxelles-brussel,Satation de metro Bourse sous sol niveau -1 en face du veloshop,Oui-Ja,de 5h00 à 25h00,de 5h00 à 25h00,"Place de la bourse , 1000 Bruxelles, Bruxelles-brussel",50.9131517,5.6724762
12594.0,Appareil fixe-Vast apparaat,Place de la bourse,3.0,1000,Bruxelles,Bruxelles-brussel,Station metro Bourse niveau -2;  à côté du téléphone de service PAX 603B,Oui-Ja,5h00 à 25h00,5h00 à 25h00,"Place de la bourse, 1000 Bruxelles, Bruxelles-brussel",50.8485728,4.3495828
12594.0,Appareil fixe-Vast apparaat,Place de la bourse,3.0,1000,Bruxelles,Bruxelles-brussel,Station metro Bourse niveau -2;  à côté du téléphone de service PAX 603B,Oui-Ja,5h00 à 25h00,5h00 à 25h00,"Place de la bourse, 1000 Bruxelles, Bruxelles-brussel",50.8879314,5.6537258
12616.0,Appareil fixe-Vast apparaat,Rue du sceptre,,1050,Bruxelles,Bruxelles-brussel,Accueil,Oui-Ja,Non-Nee,,"Rue du sceptre, 1050 Bruxelles, Bruxelles-brussel",50.8338293,4.3771456
12616.0,Appareil fixe-Vast apparaat,Rue du sceptre,,1050,Bruxelles,Bruxelles-brussel,Accueil,Oui-Ja,Non-Nee,,"Rue du sceptre, 1050 Bruxelles, Bruxelles-brussel",50.75745,3.48221
12655.0,Appareil fixe-Vast apparaat,Oude graanmarkt,63.0,1000,Brussel,Bruxelles-brussel,Aan het onthaal ,Non-Nee,Non-Nee,,"Oude graanmarkt, 1000 Brussel, Bruxelles-brussel",50.8499556,4.3465615
12657.0,Appareil fixe-Vast apparaat,Anspachlaan ,110.0,1000,Brussel,Bruxelles-brussel,lokaal achter de toog.,Non-Nee,Non-Nee,,"Anspachlaan , 1000 Brussel, Bruxelles-brussel",50.8481132,4.3493962
12658.0,Appareil fixe-Vast apparaat,Keizerslaan,5.0,1000,Brussel,Bruxelles-brussel,Bij de ingang links (voor het onthaal),Non-Nee,Non-Nee,,"Keizerslaan, 1000 Brussel, Bruxelles-brussel",50.8430113,4.3531923
12667.0,Appareil fixe-Vast apparaat,Regentschapsstraat,63.0,1000,Brussel,Bruxelles-brussel,"verdiep -1,BJB (bureau voor juridische bijstand)",Non-Nee,Non-Nee,,"Regentschapsstraat, 1000 Brussel, Bruxelles-brussel",50.8399348,4.3562587
12670.0,Appareil fixe-Vast apparaat,Wetstraat ,155.0,1000,Bruxelles,Bruxelles-brussel,5e verd. tegenover zaal S5,Non-Nee,Non-Nee,,"Wetstraat , 1000 Bruxelles, Bruxelles-brussel",50.845027,4.3712847
12709.0,Appareil fixe-Vast apparaat,Koning albert ii-laan,37.0,1000,Brussel,Bruxelles-brussel,13e verdieping naast receptie,Non-Nee,Non-Nee,,"Koning albert ii-laan, 1000 Brussel, Bruxelles-brussel",50.8607832,4.3573496
12719.0,Appareil fixe-Vast apparaat,A. dansaertstraat,70.0,1000,Brussel,Bruxelles-brussel,onthaal,Non-Nee,Non-Nee,,"A. dansaertstraat, 1000 Brussel, Bruxelles-brussel",50.8513406,4.3447671
12721.0,Appareil fixe-Vast apparaat,Kleine zavel,5.0,1000,Brussel,Bruxelles-brussel,gang naar kleine concertzaal,Non-Nee,Non-Nee,,"Kleine zavel, 1000 Brussel, Bruxelles-brussel",50.8396246,4.3568894
12722.0,Appareil fixe-Vast apparaat,Zespenningenstraat,70.0,1000,Brussel,Bruxelles-brussel,overzijde onthaal,Non-Nee,Non-Nee,,"Zespenningenstraat, 1000 Brussel, Bruxelles-brussel",50.8469528,4.3444436
12734.0,Appareil fixe-Vast apparaat,Zinnerstraat,1.0,1000,Brussel,Bruxelles-brussel,De Warande - aan het onthaal,Non-Nee,Non-Nee,,"Zinnerstraat, 1000 Brussel, Bruxelles-brussel",50.8444076,4.3668683
12735.0,Appareil fixe-Vast apparaat,Zinnerstraat,1.0,1000,Brussel,Bruxelles-brussel,De Warande - in de grote zaal,Non-Nee,Non-Nee,,"Zinnerstraat, 1000 Brussel, Bruxelles-brussel",50.8444076,4.3668683
12751.0,Appareil fixe-Vast apparaat,Havenlaan,88.0,1000,Brussel,Bruxelles-brussel,"Eerste verdieping, ter hoogte van de infobalie in de gang kant auditorium",Oui-Ja,Non-Nee,Van 8u00 tot 17u00 tijdens officiële werkdagen van de Vlaamse overheid,"Havenlaan, 1000 Brussel, Bruxelles-brussel",50.8659203,4.351108
12760.0,Appareil fixe-Vast apparaat,Avenue des princes brabançons,56.0,1170,Bruxelles,Bruxelles-brussel,Accueil,Oui-Ja,Non-Nee,,"Avenue des princes brabançons, 1170 Bruxelles, Bruxelles-brussel",50.8103344,4.4148309
12762.0,Appareil fixe-Vast apparaat,Wetstraat ,16.0,1000,Brussel,Bruxelles-brussel,Onthaal,Oui-Ja,Non-Nee,,"Wetstraat , 1000 Brussel, Bruxelles-brussel",50.845027,4.3712847
12797.0,Appareil fixe-Vast apparaat,Arduinkaai ,29.0,1000,Brussel,Bruxelles-brussel,1 ste verd aan onthaal,Non-Nee,Non-Nee,,"Arduinkaai , 1000 Brussel, Bruxelles-brussel",50.8553629,4.3502397
12797.0,Appareil fixe-Vast apparaat,Arduinkaai ,29.0,1000,Brussel,Bruxelles-brussel,1 ste verd aan onthaal,Non-Nee,Non-Nee,,"Arduinkaai , 1000 Brussel, Bruxelles-brussel",50.8553629,4.3502397
12797.0,Appareil fixe-Vast apparaat,Arduinkaai,29.0,1000,Brussel,Bruxelles-brussel,Belga NV - eerste verdiep aan onthaal,Non-Nee,Non-Nee,,"Arduinkaai, 1000 Brussel, Bruxelles-brussel",50.8553629,4.3502397
12797.0,Appareil fixe-Vast apparaat,Arduinkaai,29.0,1000,Brussel,Bruxelles-brussel,Belga NV - eerste verdiep aan onthaal,Non-Nee,Non-Nee,,"Arduinkaai, 1000 Brussel, Bruxelles-brussel",50.8553629,4.3502397
12860.0,Appareil fixe-Vast apparaat,Avenue des anciens combattants,61.0,1140,Bruxelles,Bruxelles-brussel,Hall,Oui-Ja,Non-Nee,,"Avenue des anciens combattants, 1140 Bruxelles, Bruxelles-brussel",50.8650792,4.4093699
12940.0,Appareil fixe-Vast apparaat,Louizalaan,1.0,1050,Brussel,Bruxelles-brussel,"Nespresso Brussel ""Louise"" in de selfselectie zone",Non-Nee,Non-Nee,,"Louizalaan, 1050 Brussel, Bruxelles-brussel",50.824958,4.3659367
13012.0,Appareil fixe-Vast apparaat,Avenue de la métrologie,,1130,Bruxelles,Bruxelles-brussel,Accueil,Oui-Ja,Non-Nee,,"Avenue de la métrologie, 1130 Bruxelles, Bruxelles-brussel",50.8941514,4.4291775
13012.0,Appareil fixe-Vast apparaat,Avenue de la métrologie,,1130,Bruxelles,Bruxelles-brussel,Accueil,Oui-Ja,Non-Nee,,"Avenue de la métrologie, 1130 Bruxelles, Bruxelles-brussel",51.0655782,3.7634302
13070.0,Appareil fixe-Vast apparaat,Avenue louise,222.0,1000,Bruxelles,Bruxelles-brussel,Accueil,Oui-Ja,Non-Nee,,"Avenue louise, 1000 Bruxelles, Bruxelles-brussel",50.824958,4.3659367
13115.0,Appareil fixe-Vast apparaat,Rue d irlande,57.0,1060,Bruxelles,Bruxelles-brussel,Accueil,Oui-Ja,Non-Nee,,"Rue d irlande, 1060 Bruxelles, Bruxelles-brussel",50.8260151,4.3518916
13116.0,Appareil fixe-Vast apparaat,Rue wilmotte,60.0,1060,Bruxelles,Bruxelles-brussel,Accueil,Oui-Ja,Non-Nee,,"Rue wilmotte, 1060 Bruxelles, Bruxelles-brussel",50.8260151,4.3518916
13117.0,Appareil fixe-Vast apparaat,Place morichar,30.0,1060,Bruxelles,Bruxelles-brussel,Accueil,Oui-Ja,Non-Nee,,"Place morichar, 1060 Bruxelles, Bruxelles-brussel",50.8267321,4.3481378
13118.0,Appareil fixe-Vast apparaat,Rue du page,87.0,1060,Bruxelles,Bruxelles-brussel,Accueil,Oui-Ja,Non-Nee,,"Rue du page, 1060 Bruxelles, Bruxelles-brussel",50.822697,4.3580383
13229.0,Appareil fixe-Vast apparaat,Rue parenté,28.0,1070,Bruxelles,Bruxelles-brussel,Hall d entrée,Oui-Ja,Non-Nee,,"Rue parenté, 1070 Bruxelles, Bruxelles-brussel",50.8476424,4.3571696
13280.0,Appareil fixe-Vast apparaat,Blaesstraat,47.0,1000,Brussel,Bruxelles-brussel,Hall garderie  batiment A / Hal kinderdagverblijf gebouw A,Non-Nee,,,"Blaesstraat, 1000 Brussel, Bruxelles-brussel",50.8373398,4.3468277
13295.0,Appareil fixe-Vast apparaat,Rogier van der weydenstraat,3.0,1000,Brussel,Bruxelles-brussel,2ème étage dans le couloir  / 2e verdieping in de gang,Non-Nee,,,"Rogier van der weydenstraat, 1000 Brussel, Bruxelles-brussel",50.8414065,4.3449271
13296.0,Appareil fixe-Vast apparaat,Rogier van der weydenstraat,3.0,1000,Brussel,Bruxelles-brussel,"3ème étage dans le couloir à droite, dos à l’ascenseur / 3e verdieping in de gang rechts, met de rug naar de lift",Oui-Ja,,,"Rogier van der weydenstraat, 1000 Brussel, Bruxelles-brussel",50.8414065,4.3449271
13297.0,Appareil fixe-Vast apparaat,Korte groenweg,99.0,1120,Brussel,Bruxelles-brussel,"Près de la conciergerie et des wc, attention : le DEA privé à l’extérieur à 10 mètres n appartient pas à la Ville / Dichtbij de conciërge en toiletten. Let op: de privé DEA (sportclub) buiten 10 meter afstand behoort niet tot de stad ",Oui-Ja,,,"Korte groenweg, 1120 Brussel, Bruxelles-brussel",50.8995347,4.3932612
13298.0,Appareil fixe-Vast apparaat,Zespenningenstraat,20.0,1000,Brussel,Bruxelles-brussel,"au 2ème sous-sol, au coin de la salle omnisport / in de 2e kelder, op de hoek van de omnisportzaal",Oui-Ja,,,"Zespenningenstraat, 1000 Brussel, Bruxelles-brussel",50.8469528,4.3444436
13299.0,Appareil fixe-Vast apparaat,Radstraat,24.0,1000,Brussel,Bruxelles-brussel,Dans la cuisine / in de keuken,Non-Nee,,,"Radstraat, 1000 Brussel, Bruxelles-brussel",50.8415951,4.3465099
13300.0,Appareil fixe-Vast apparaat,Slachthuislaan,51.0,1000,Brussel,Bruxelles-brussel,"dans l’infirmerie / in de ziekenzaal
",Non-Nee,,,"Slachthuislaan, 1000 Brussel, Bruxelles-brussel",50.8471659,4.3383179
13301.0,Appareil fixe-Vast apparaat,Marathonlaan,135.0,1020,Brussel,Bruxelles-brussel,"Hall D Honneur, tribune 1, dans le vestiaire à côté de l appareil de la mise en marche de l éclairage au R.d.Ch. Annexe 2, dans le vestiaire 27, à droite/Erehal, tribune 1, in de vestiaire naast de lichtschakelaar op de gelijkvloerse verdieping. Bijgebouw 2, in vestiaire 27, rechts",Oui-Ja,Oui-Ja,,"Marathonlaan, 1020 Brussel, Bruxelles-brussel",50.8941281,4.3341069
